,date,hour,h,FRACDF,PAR,solar radiation,Temperature inside chamber,CO2 concentration air sampling average
702,2020/2/21,13,0.730160353,0.073445819,233.2143815,490.9776452,31.01013221,367.5856481
703,2020/2/21,15,0.491305126,0.228251448,171.9012216,361.8973086,28.83448631,388.4214976
704,2020/2/21,17,0.122937495,0.355725945,30.22945128,63.64095007,25.0140135,445.369213
705,2020/2/21,19,0,0,0.093261171,0.196339308,21.69209935,492.5096618
706,2020/2/21,21,0,0,0,0,20.56495692,570.6243961
707,2020/2/21,23,0,0,0,0,18.96763704,552.8333333
708,2020/2/22,1,0,0,0,0,17.49443319,556.3417874
709,2020/2/22,3,0,0,0,0,17.36418064,645.2407407
710,2020/2/22,5,0,0,0,0,18.93276901,725.0398551
711,2020/2/22,7,0.093332235,0.454141225,3.150470773,6.632570048,21.10166325,775.968599
712,2020/2/22,9,0.46326401,0.95773629,15.38940157,32.39874015,22.29536028,632.9408213
713,2020/2/22,11,0.722097888,0.986632351,72.12392414,151.8398403,24.20986952,428.0740741
714,2020/2/22,13,0.736081778,0.983095716,80.34410675,169.1454879,25.55499085,393.8768116
715,2020/2/22,15,0.49585024,0.98147839,20.56745712,43.29990972,22.56790607,436.8460648
716,2020/2/22,17,0.126280182,0.769621064,12.0204866,25.30628757,22.40531922,425.5
717,2020/2/22,19,0,0,0.045640036,0.096084287,21.92497464,457.4625604
718,2020/2/22,21,0,0,0,0,20.88265444,524.3425926
719,2020/2/22,23,0,0,0,0,18.79647048,517.0531401
720,2020/2/23,1,0,0,0,0,17.50626324,566.5150463
721,2020/2/23,3,0,0,0,0,17.53648669,640.6545894
722,2020/2/23,5,0,0,0,0,19.19268934,663.6570048
723,2020/2/23,7,0.095520257,0.197101607,7.025321635,14.79015081,21.52954254,661.1099537
724,2020/2/23,9,0.468368756,0.540553436,137.6907874,289.8753418,25.15473068,402.9190821
725,2020/2/23,11,0.728254643,0.522938619,190.0518184,400.1090913,32.87712281,400.7164352
726,2020/2/23,13,0.742031836,0.103263282,179.1091975,377.0719947,31.19240585,401.718599
727,2020/2/23,15,0.500391357,0.594612738,95.6130787,201.290692,27.36958009,428.5507246
728,2020/2/23,17,0.129623756,0.341761536,19.94931087,41.9985492,22.79594489,414.3113426
729,2020/2/23,19,0,0,0.055433394,0.116701882,21.36223951,476.3707729
730,2020/2/23,21,0,0,0,0,20.77164493,557.6183575
731,2020/2/23,23,0,0,0,0,18.80062707,566.2094907
732,2020/2/24,1,0,0,0,0,17.52583397,625.2149758
733,2020/2/24,3,0,0,0,0,17.43895457,706.1111111
734,2020/2/24,5,0,0,0,0,18.52666539,777.0393519
735,2020/2/24,7,0.097738766,0.154543951,7.221286647,15.20270873,20.85684052,808.0326087
736,2020/2/24,9,0.47353053,0.125491499,153.3582948,322.859568,24.95601771,470.4363426
737,2020/2/24,11,0.734465428,0.071070921,184.8162305,389.086801,30.49766059,386.192029
738,2020/2/24,13,0.748008342,0.074895699,234.6627567,494.0268562,32.02591348,371.2916667
739,2020/2/24,15,0.50492676,0.13679911,153.7266814,323.6351187,29.84619464,383.513285
740,2020/2/24,17,0.132966288,0.367064544,27.07482077,56.99962268,25.32922006,426.9939614
741,2020/2/24,19,0,0,0.114665451,0.24140095,21.94131268,463.6944444
742,2020/2/24,21,0,0,0,0,20.81853782,543.4589372
743,2020/2/24,23,0,0,0,0,19.05760532,525.5104167
744,2020/2/25,1,0,0,0,0,17.70265713,536.1944444
745,2020/2/25,3,0,0,0,0,17.60286728,608.4830918
746,2020/2/25,5,0,0,0,0,19.13231067,679.7789352
747,2020/2/25,7,0.100980608,0.183496158,8.764120472,18.45077994,21.52163158,713.7608696
748,2020/2/25,9,0.478747161,0.911812815,26.58783797,55.97439573,22.74838063,515.5386473
749,2020/2/25,11,0.740728113,0.965079362,35.31097679,74.33889851,23.18123406,399.3819444
750,2020/2/25,13,0.754009132,0.97956986,64.63816544,136.0803483,24.44288289,411.660628
751,2020/2/25,15,0.509454794,0.923483574,41.83542665,88.07458242,23.62971479,404.3668981
752,2020/2/25,17,0.13630598,0.971166013,26.16959557,55.09388541,23.28147065,420.2705314
753,2020/2/25,19,0,0,0.053314718,0.112241512,22.10838223,500.9108796
754,2020/2/25,21,0,0,0,0,21.26525511,575.9855072
755,2020/2/25,23,0,0,0,0,20.02535683,631.4408213
756,2020/2/26,1,0,0,0,0,18.53636784,693.5636574
757,2020/2/26,3,0,0,0,0,18.25716565,745.5471014
758,2020/2/26,5,0,0,0,0,19.38202035,800.2789352
759,2020/2/26,7,0.105071426,0.168795765,3.743716486,7.881508391,21.47587376,802.5012077
760,2020/2/26,9,0.484016433,0.14082084,86.83495349,182.8104284,23.27369225,509.0486111
761,2020/2/26,11,0.747040548,0.395002185,159.2096034,335.1781125,29.07930994,378.8297101
762,2020/2/26,13,0.760032056,0.488527691,249.3998098,525.0522311,30.83175591,371.8780193
763,2020/2/26,15,0.513973858,0.074766262,162.6171808,342.3519595,28.89816378,404.8738426
764,2020/2/26,17,0.139641173,0.282372963,30.88100418,65.01264037,24.60831551,402.2898551
765,2020/2/26,19,0,0,0.097315779,0.204875325,21.74919046,435.6041667
766,2020/2/26,21,0,0,0,0,20.93823864,515.205314
767,2020/2/26,23,0,0,0,0,19.2861591,487.4951691
768,2020/2/27,1,0,0,0,0,17.93084194,488.255787
769,2020/2/27,3,0,0,0,0,17.83489959,557.6147343
770,2020/2/27,5,0,0,0,0,19.1350982,622.9930556
771,2020/2/27,7,0.109238823,0.091880969,5.19971214,10.9467624,21.02222616,650.1292271
772,2020/2/27,9,0.489336085,0.102496987,99.43721554,209.3415064,23.44681867,468.3576389
773,2020/2/27,11,0.753400562,0.039354693,156.4651957,329.4004119,27.05718667,384.8756039
774,2020/2/27,13,0.766074977,0.048525465,251.7938371,530.0922887,30.46385812,379.4057971
775,2020/2/27,15,0.518482401,0.076335703,159.9375639,336.7106608,25.99120212,379.6030093
776,2020/2/27,17,0.142970337,0.177744114,27.15365356,57.16558645,21.24497788,412.4601449
777,2020/2/27,19,0,0,0.103166666,0.217192982,21.71522222,499.4347826
778,2020/2/27,21,0,0,0,0,21.35385015,568.28125
779,2020/2/27,23,0,0,0,0,19.29871775,608.134058
780,2020/2/28,1,0,0,0,0,17.89349667,651.4293981
781,2020/2/28,3,0,0,0,0,17.91329736,710.678744
782,2020/2/28,5,0,0,0,0,19.57466023,772.7638889
783,2020/2/28,7,0.113483924,0.102953111,9.420755123,19.83316868,21.72032704,797.0917874
784,2020/2/28,9,0.494703818,0.087595499,165.6741917,348.7877721,24.69287711,447.1215278
785,2020/2/28,11,0.759805963,0.092777682,181.876049,382.8969453,29.76686442,397.3900966
786,2020/2/28,13,0.772135765,0.473319927,152.1618779,320.3407956,29.35735027,394.7164352
787,2020/2/28,15,0.522978912,0.802624893,59.98214662,126.2782034,23.7723838,388.6751208
788,2020/2/28,17,0.146292063,0.909166815,18.22222367,38.36257615,21.96317913,447.0338164
789,2020/2/28,19,0,0,0.026688768,0.05618688,21.88266857,509.1304348
790,2020/2/28,21,0,0,0,0,21.20172807,571.1365741
791,2020/2/28,23,0,0,0,0,19.20721676,529
792,2020/2/29,1,0,0,0,0,18.02168459,523.3562802
793,2020/2/29,3,0,0,0,0,18.08000286,583.2650463
794,2020/2/29,5,0,0,0,0,19.63559755,659.5301932
795,2020/2/29,7,0.117805475,0.841346588,5.682901207,11.96400254,21.9407048,712.9340278
796,2020/2/29,9,0.500117299,0.886595567,42.04431034,88.51433755,23.32622351,493.0555556
797,2020/2/29,11,0.766254545,0.928798248,57.96394092,122.0293493,23.69706581,386.2164352
798,2020/2/29,13,0.778212297,0.920513406,47.23957434,99.45173546,23.33482193,399.0338164
799,2020/2/29,15,0.527461915,0.930632082,27.10094003,57.05461058,22.39248209,415.6412037
800,2020/2/29,17,0.149605055,0.977515118,5.465073503,11.5054179,21.91947476,430.02657
801,2020/2/29,19,0,0,0.006952536,0.014636918,22.56144586,508.2149758
802,2020/2/29,21,0,0,0,0,21.52671032,588.9189815
803,2020/2/29,23,0,0,0,0,19.78600689,591.2826087
804,2020/3/1,1,0,0,0,0,18.14925634,518.0983796
805,2020/3/1,3,0,0,0,0,18.06252348,538.5012077
806,2020/3/1,5,0,0,0,0,19.75131729,597.6527778
807,2020/3/1,7,0.122200747,0.212404328,7.241290759,15.24482265,22.17329263,618.1582126
808,2020/3/1,9,0.505573458,0.472975437,124.5422206,262.1941487,24.22674746,397.9915459
809,2020/3/1,11,0.772743368,0.441467885,176.6886066,371.9760139,29.94098207,374.900463
810,2020/3/1,13,0.784303082,0.151866643,169.1603462,356.1270446,30.93229488,367.5881643
811,2020/3/1,15,0.531931481,0.426158426,109.7430402,231.0379793,28.07468007,394.2534722
812,2020/3/1,17,0.152909903,0.631086691,22.03965822,46.39928047,23.02885645,395.2669082
813,2020/3/1,19,0,0,0.058276032,0.122686383,21.92519235,428.8506944
814,2020/3/1,21,0,0,0,0,21.04968968,495.7475845
815,2020/3/1,23,0,0,0,0,19.27909234,491.3200483
816,2020/3/2,1,0,0,0,0,18.17871641,469.7905093
817,2020/3/2,3,0,0,0,0,18.17371137,504.2753623
818,2020/3/2,5,0,0,0,0,19.33468583,576.744213
819,2020/3/2,7,0.126664404,0.890128012,6.646587258,13.99281528,21.54443783,637.5664251
820,2020/3/2,9,0.5110705,0.798752857,93.43008824,196.6949226,24.50302441,442.0422705
821,2020/3/2,11,0.779271631,0.5819088,120.9854127,254.7061321,27.58787798,382.4212963
822,2020/3/2,13,0.790404763,0.512828694,178.9860678,376.8127744,31.16857418,383.1014493
823,2020/3/2,15,0.536383192,0.301857521,56.53731547,119.0259273,25.68451691,387.5023148
824,2020/3/2,17,0.156201942,0.347341847,15.38068048,32.38037996,22.47149061,378.8055556
825,2020/3/2,19,0,0,0.12114919,0.255050926,21.84143366,418.5949074
826,2020/3/2,21,0,0,0,0,20.82356948,477.2258454
827,2020/3/2,23,0,0,0,0,18.92038628,479.044686
828,2020/3/3,1,0,0,0,0,17.92333711,486.7708333
829,2020/3/3,3,0,0,0,0,17.88774983,503.5144928
830,2020/3/3,5,0,0,0,0,19.18033507,568.7137681
831,2020/3/3,7,0.131195934,0.473955785,10.54932899,22.20911367,21.51444262,594.0613426
832,2020/3/3,9,0.516606984,0.213519753,150.9711533,317.8340069,24.41713571,393.8961353
833,2020/3/3,11,0.78583638,0.32002028,191.5103192,403.1796194,30.77916198,412.837963
834,2020/3/3,13,0.79651587,0.570141855,184.0312792,387.4342719,29.8570614,406.6509662
835,2020/3/3,15,0.540817195,0.321714325,175.669733,369.8310168,29.62325706,422.1968599
836,2020/3/3,17,0.159481957,0.413476839,25.42299535,53.52209547,24.52100369,428.1328502
837,2020/3/3,19,0,0,0.234704167,0.494114035,21.62550563,454.5277778
838,2020/3/3,21,0,0,0,0,20.83060401,527.602657
839,2020/3/3,23,0,0,0,0,19.00069516,525.1793981
840,2020/3/4,1,0,0,0,0,17.93027424,510.4347826
841,2020/3/4,3,0,0,0,0,18.07073428,546.6799517
842,2020/3/4,5,0,0,0,0,19.43509176,623.1435185
843,2020/3/4,7,0.135789395,0.832926211,4.844914742,10.19982051,21.60394792,679.8792271
844,2020/3/4,9,0.522179651,0.892300221,29.28997788,61.66311133,22.59513095,531.1840278
845,2020/3/4,11,0.792435376,0.929711077,42.88440223,90.28295207,23.42206606,411.7705314
846,2020/3/4,13,0.802634338,0.97365969,31.39024226,66.08472054,22.92629291,447.7708333
847,2020/3/4,15,0.545232189,0.981561647,15.83450095,33.33579147,22.6189336,417.3345411
848,2020/3/4,17,0.162749056,0.972915576,6.386995797,13.44630694,22.20074042,479.4328704
849,2020/3/4,19,0,0,0.0077375,0.016289474,22.36901297,563.1835749
850,2020/3/4,21,0,0,0,0,21.10903356,636.102657
851,2020/3/4,23,0,0,0,0,19.40454322,579.8055556
852,2020/3/5,1,0,0,0,0,17.95692747,519.5324074
853,2020/3/5,3,0,0,0,0,18.1186441,552.0869565
854,2020/3/5,5,0,0,0,0,19.27947248,616.4746377
855,2020/3/5,7,0.140440566,0.849703939,9.291221046,19.56046536,21.84096008,649.0208333
856,2020/3/5,9,0.527786063,0.261456376,91.11778434,191.8269144,23.10850928,436.6847826
857,2020/3/5,11,0.799066378,0.162313601,122.3873868,257.6576565,25.14877426,404.4548611
858,2020/3/5,13,0.808758133,0.131700193,135.4902723,285.2426785,27.93844408,426.3248792
859,2020/3/5,15,0.549626935,0.123938717,112.165834,236.1385978,25.68523441,443.6050725
860,2020/3/5,17,0.16600245,0.441472445,36.6849741,77.23152443,22.9286703,482.6412037
861,2020/3/5,19,0,0,0.152058696,0.32012357,21.50367246,540.8550725
862,2020/3/5,21,0,0,0,0,21.13378413,591.4468599
863,2020/3/5,23,0,0,0,0,19.20221905,558.8483796
864,2020/3/6,1,0,0,0,0,17.64386677,573.1014493
865,2020/3/6,3,0,0,0,0,17.58359539,658.1053241
866,2020/3/6,5,0,0,0,0,18.86106223,732.9770531
867,2020/3/6,7,0.145145289,0.243071353,8.920888949,18.78081884,21.12223665,759.8043478
868,2020/3/6,9,0.533423764,0.090809098,153.158087,322.4380779,25.08748544,478.8506944
869,2020/3/6,11,0.805727155,0.05026239,163.7829457,344.8062014,29.61318143,425.7729469
870,2020/3/6,13,0.814885267,0.048293387,218.0056148,458.959189,29.76637762,405.5844907
871,2020/3/6,15,0.554000267,0.073438557,200.9325459,423.015886,29.30355452,428.6292271
872,2020/3/6,17,0.169241458,0.211431764,34.23560291,72.07495349,24.7729355,511.7246377
873,2020/3/6,19,0,0,0.238531125,0.502170789,21.59079695,600.8599537
874,2020/3/6,21,0,0,0,0,20.80045411,634.736715
875,2020/3/6,23,0,0,0,0,19.03658082,612.1076389
876,2020/3/7,1,0,0,0,0,17.60628024,642.8502415
877,2020/3/7,3,0,0,0,0,17.41164662,715.2789855
878,2020/3/7,5,0,0,0,0,18.59473173,786.5196759
879,2020/3/7,7,0.149899511,0.446748261,13.98637228,29.44499428,21.32412319,814.205314
880,2020/3/7,9,0.539090281,0.399340647,114.4405265,240.9274243,24.83748721,473.7106481
881,2020/3/7,11,0.81241549,0.063327571,196.1505591,412.9485454,30.44431159,401.1666667
882,2020/3/7,13,0.821013808,0.060964122,241.3199971,508.0420991,29.65822491,376.5857488
883,2020/3/7,15,0.558351115,0.275945647,172.1377566,362.395277,28.6709099,409.8009259
884,2020/3/7,17,0.172465529,0.789276871,18.59118779,39.13934272,22.97251297,408.8019324
885,2020/3/7,19,0,0,0.045845622,0.096517099,22.13336825,473.0326087
886,2020/3/7,21,0,0,0,0,21.18151383,551.099537
887,2020/3/7,23,0,0,0,0,19.53689107,526.3731884
888,2020/3/8,1,0,0,0,0,18.18750171,481.681713
889,2020/3/8,3,0,0,0,0,18.2234864,551.1038647
890,2020/3/8,5,0,0,0,0,19.49568494,642.1215278
891,2020/3/8,7,0.154699281,0.989462143,0.087243116,0.183669718,21.52046714,718.6980676
892,2020/3/8,9,0.54478311,0.994088912,5.130224153,10.8004719,21.43662351,748.3647343
893,2020/3/8,11,0.819129177,0.996079613,11.26214618,23.70978143,21.29221857,714.9953704
894,2020/3/8,13,0.827141914,0.99745444,31.27149873,65.83473417,23.95696148,539.3768116
895,2020/3/8,15,0.562678547,0.980047232,48.71709421,102.5623036,24.09480778,412.0301932
896,2020/3/8,17,0.175674278,0.920355445,21.88019325,46.06356473,23.27566133,437.8368056
897,2020/3/8,19,0,0,0.168679992,0.355115773,20.70312675,444.5881643
898,2020/3/8,21,0,0,0,0,18.30480671,427.7581019
899,2020/3/8,23,0,0,0,0,17.95764416,451.397343
900,2020/3/9,1,0,0,0,0,17.87489885,499.9359903
901,2020/3/9,3,0,0,0,0,17.90243919,525.8923611
902,2020/3/9,5,0,0,0,0,19.28181539,594.9178744
903,2020/3/9,7,0.15954073,0.310655847,13.33718129,28.0782764,21.64041135,627.3877315
904,2020/3/9,9,0.550499697,0.115722249,172.4143885,362.9776601,25.76556852,404.0543478
905,2020/3/9,11,0.825866028,0.073979729,193.0513832,406.4239647,30.93035212,386.7291667
906,2020/3/9,13,0.833267854,0.079428362,161.4602378,339.9162902,31.14583458,382.6195652
907,2020/3/9,15,0.566981801,0.211333466,161.9631411,340.9750339,30.63800292,394.6550926
908,2020/3/9,17,0.178867517,0.688480961,31.04296214,65.3536045,24.95002937,399.5458937
909,2020/3/9,19,0,0,0.187382065,0.394488558,22.21664493,446.8007246
910,2020/3/9,21,0,0,0,0,20.74643945,499.3703704
911,2020/3/9,23,0,0,0,0,19.13263463,485.3792271
912,2020/3/10,1,0,0,0,0,18.52786925,475.134058
913,2020/3/10,3,0,0,0,0,18.52298916,490.3506944
914,2020/3/10,5,0,0,0,0,19.85002892,555.486715
915,2020/3/10,7,0.16442005,0.985434755,0.818268659,1.722670862,21.45507234,620.0603865
916,2020/3/10,9,0.556237422,0.986228502,4.962191644,10.44671925,22.08865617,653.6875
917,2020/3/10,11,0.83262386,0.983811531,11.15921313,23.49308028,22.55651299,613.2318841
918,2020/3/10,13,0.839390018,0.995039222,19.04120539,40.08674819,22.59586665,495.119213
919,2020/3/10,15,0.571260293,0.982457922,23.93016434,50.37929334,23.17155195,407.3115942
920,2020/3/10,17,0.18204526,0.676467845,15.07083443,31.72807249,22.87041559,379.0092593
921,2020/3/10,19,0,0,0.098618861,0.207618654,22.07491423,424.7850242
922,2020/3/10,21,0,0,0,0,21.16438024,437.5688406
923,2020/3/10,23,0,0,0,0,19.81175877,414.8449074
924,2020/3/11,1,0,0,0,0,18.94847674,410.1292271
925,2020/3/11,3,0,0,0,0,18.49032265,421.1231884
926,2020/3/11,5,0,0,0,0,19.62062417,476.8969907
927,2020/3/11,7,0.169333488,0.272577818,10.13565776,21.33822686,21.72903083,508.3429952
928,2020/3/11,9,0.561993612,0.131458543,79.89408164,168.1980666,23.94943287,388.1273148
929,2020/3/11,11,0.839400497,0.39169703,127.1238294,267.6291145,27.61230231,385.5543478
930,2020/3/11,13,0.845506891,0.297146647,95.30411291,200.6402377,25.98176754,398.2326389
931,2020/3/11,15,0.575513584,0.475642671,81.81623155,172.244698,25.05885181,407.4987923
932,2020/3/11,17,0.185207672,0.547326572,39.83832775,83.87016368,24.45460841,428.75
933,2020/3/11,19,0,0,0.287820048,0.605936944,21.47112296,478.1400966
934,2020/3/11,21,0,0,0,0,19.69921875,493.505787
935,2020/3/11,23,0,0,0,0,17.89870951,483.3514493
936,2020/3/12,1,0,0,0,0,17.71878668,543.2198068
937,2020/3/12,3,0,0,0,0,17.76349708,614.9930556
938,2020/3/12,5,0,0,0,0,19.01153432,682.4456522
939,2020/3/12,7,0.174277377,0.282798456,15.92938188,33.53554081,21.41239626,693.9806763
940,2020/3/12,9,0.567765562,0.095391679,180.4637543,379.9236933,25.81382054,411.2615741
941,2020/3/12,11,0.846193759,0.058388138,198.0489378,416.9451323,31.51557344,395.0471014
942,2020/3/12,13,0.851617002,0.05828438,218.6446332,460.3044909,31.87653592,382.1319444
943,2020/3/12,15,0.579741297,0.106735173,190.6482185,401.3646705,31.36626799,402.3731884
944,2020/3/12,17,0.18835498,0.337949419,37.78038092,79.53764404,26.1031483,406.9698068
945,2020/3/12,19,0,0,0.461563368,0.971712354,21.87183794,435.787037
946,2020/3/12,21,0,0,0,0,19.85184997,488.7536232
947,2020/3/12,23,0,0,0,0,17.89641671,513.7962963
948,2020/3/13,1,0,0,0,0,17.68202558,603.0289855
949,2020/3/13,3,0,0,0,0,17.65728452,677.1944444
950,2020/3/13,5,0,0,0,0,18.83098267,743.9794686
951,2020/3/13,7,0.179248178,0.336628979,16.08719698,33.86778312,21.54981905,758.22343
952,2020/3/13,9,0.573550582,0.16041605,155.7871474,327.9729419,25.74928728,435.6574074
953,2020/3/13,11,0.853001465,0.22616901,177.4378078,373.5532796,29.41863501,392.4855072
954,2020/3/13,13,0.857718866,0.43671896,193.6469732,407.6778383,30.02608696,384.8937198
955,2020/3/13,15,0.583943028,0.83964141,93.00270817,195.7951751,26.71137926,382.2488426
956,2020/3/13,17,0.191487375,0.357967847,38.27448446,80.57786202,26.10065101,427.4673913
957,2020/3/13,19,0,0,0.438695068,0.923568565,21.99893923,445.9347826
958,2020/3/13,21,0,0,0,0,19.87797076,491.21875
959,2020/3/13,23,0,0,0,0,18.06051519,501.0169082
960,2020/3/14,1,0,0,0,0,18.00207815,543.8530093
961,2020/3/14,3,0,0,0,0,18.19193957,536.8828502
962,2020/3/14,5,0,0,0,0,19.53251483,599.6461353
963,2020/3/14,7,0.184242516,0.985324812,2.022066667,4.256982456,21.55857995,659.1990741
964,2020/3/14,9,0.579346029,0.983124231,19.71244623,41.49988681,22.18891178,646.7548309
965,2020/3/14,11,0.859821434,0.986934601,35.31374701,74.34473055,22.633005,492.3900463
966,2020/3/14,13,0.863810938,0.920737954,75.94037282,159.8744691,24.32550195,397.2101449
967,2020/3/14,15,0.588118286,0.813144848,60.49368552,127.3551274,23.4278936,388.4131944
968,2020/3/14,17,0.194604948,0.73713302,24.17441703,50.89350953,22.22261098,387.692029
969,2020/3/14,19,0,0,0.378464674,0.796767735,21.25230778,424.8550725
970,2020/3/14,21,0,0,0,0,19.87305984,460.7439614
971,2020/3/14,23,0,0,0,0,17.84376838,479.9976852
972,2020/3/15,1,0,0,0,0,17.54198879,556.1557971
973,2020/3/15,3,0,0,0,0,17.85199456,607.8206019
974,2020/3/15,5,0,0,0,0,19.11380486,651.0917874
975,2020/3/15,7,0.189257193,0.238776924,20.31627494,42.77110514,21.48844849,651.9074074
976,2020/3/15,9,0.585149325,0.092057262,179.9785611,378.9022338,26.26258448,392.8611111
977,2020/3/15,11,0.866651484,0.103095001,174.2238069,366.7869618,30.1418045,414.4930556
978,2020/3/15,13,0.8698916,0.646544112,223.5983199,470.733305,29.76945799,438.5966184
979,2020/3/15,15,0.592266469,0.71026131,101.011596,212.6559916,28.33794231,441.2789855
980,2020/3/15,17,0.197707667,0.665983892,37.63953443,79.24112512,25.05078614,442.8391204
981,2020/3/15,19,0,0,0.171770008,0.36162107,21.20828286,469.8369565
982,2020/3/15,21,0,0,0,0,19.61307923,527.9918981
983,2020/3/15,23,0,0,0,0,17.52039389,570.8417874
984,2020/3/16,1,0,0,0,0,17.56194885,650.2777778
985,2020/3/16,3,0,0,0,0,17.92144883,724.0902778
986,2020/3/16,5,0,0,0,0,19.23297093,765.5024155
987,2020/3/16,7,0.194289174,0.774732372,18.74283402,39.45859793,21.58191951,742.5381944
988,2020/3/16,9,0.590957959,0.480391582,138.3884831,291.344175,24.88727985,426.7608696
989,2020/3/16,11,0.873489437,0.272817408,134.5278319,283.2164883,25.53566643,413.8997585
990,2020/3/16,13,0.875959169,0.045157326,213.5733169,449.6280355,27.5613939,413.2777778
991,2020/3/16,15,0.596386889,0.36235806,132.6783825,279.3229106,27.70922841,420.4480676
992,2020/3/16,17,0.200795401,0.617963787,47.49564074,99.99082261,24.4285904,484.369213
993,2020/3/16,19,0,0,0.499685507,1.051969489,21.36156979,573.2681159
994,2020/3/16,21,0,0,0,0,20.00136324,590.6053241
995,2020/3/16,23,0,0,0,0,17.7667945,610.9408213
996,2020/3/17,1,0,0,0,0,17.49924294,697.3876812
997,2020/3/17,3,0,0,0,0,17.67476019,774.4108796
998,2020/3/17,5,0,0,0.001569928,0.003305111,19.03331403,836.3466184
999,2020/3/17,7,0.199335559,0.292820995,20.30501289,42.74739556,21.17249657,837.5736715
1000,2020/3/17,9,0.596769464,0.140175835,166.521848,350.5723116,26.10079585,450.9282407
1001,2020/3/17,11,0.880333117,0.092511029,186.7464128,393.1503427,30.49421949,416.5821256
1002,2020/3/17,13,0.882011919,0.096831676,252.6811673,531.9603522,29.81063414,385.4386574
1003,2020/3/17,15,0.600478804,0.196085665,156.1610533,328.7601123,29.07801148,409.7717391
1004,2020/3/17,17,0.203867957,0.44603678,40.00147795,84.21363779,25.14525433,438.2847222
1005,2020/3/17,19,0,0,0.504719243,1.062566828,21.93158916,472.763285
1006,2020/3/17,21,0,0,0,0,20.08121369,522.9502315
1007,2020/3/17,23,0,0,0,0,17.9580759,530.5797101
1008,2020/3/18,1,0,0,0,0,17.7700119,612.625
1009,2020/3/18,3,0,0,0,0,17.90187851,681.6521739
1010,2020/3/18,5,0,0,0.000224276,0.000472159,19.85689969,747.7874396
1011,2020/3/18,7,0.204393548,0.840332714,11.1089007,23.38715936,22.34935892,729.875
1012,2020/3/18,9,0.602581403,0.343544242,94.777871,199.53236,24.35929176,448.1268116
1013,2020/3/18,11,0.887180348,0.106797267,181.7582484,382.6489439,28.92235393,402.3586957
1014,2020/3/18,13,0.888048108,0.109198971,154.0282691,324.2700403,28.37743216,410.0706019
1015,2020/3/18,15,0.604541449,0.274158584,124.5604243,262.2324722,28.41185399,422.4468599
1016,2020/3/18,17,0.20692511,0.476763685,41.60804803,87.59589059,25.52520935,413.474537
1017,2020/3/18,19,0,0,0.674894404,1.420830325,22.10425843,453.72343
1018,2020/3/18,21,0,0,0,0,20.26654335,512.8518519
1019,2020/3/18,23,0,0,0,0,18.17752693,497.5277778
1020,2020/3/19,1,0,0,0,0,17.8331644,562.2922705
1021,2020/3/19,3,0,0,0,0,17.93498266,637.6493056
1022,2020/3/19,5,0,0,0.001065308,0.002242754,19.8477439,713.3900966
1023,2020/3/19,7,0.209460419,0.45215851,21.8294577,45.95675305,22.31790312,710.7025463
1024,2020/3/19,9,0.608391357,0.193596928,155.8438844,328.0923882,26.14861334,417.0809179
1025,2020/3/19,11,0.894028953,0.130112998,192.0210889,404.2549241,30.138045,408.2475845
1026,2020/3/19,13,0.894065986,0.164928599,274.0866446,577.024515,30.35046308,374.8645833
1027,2020/3/19,15,0.608574065,0.646121964,116.779284,245.8511243,28.84174333,406.3599034
1028,2020/3/19,17,0.209966633,0.903885302,27.93823731,58.8173417,23.84018915,400.2113527
1029,2020/3/19,19,0,0,0.37831957,0.796462252,22.51119574,468.5590278
1030,2020/3/19,21,0,0,0,0,21.3940934,481.6050725
1031,2020/3/19,23,0,0,0,0,19.89326448,476.5034722
1032,2020/3/20,1,0,0,0,0,18.78942116,473.1147343
1033,2020/3/20,3,0,0,0,0,18.67291328,454.0601852
1034,2020/3/20,5,0,0,0.002485719,0.005233092,19.81259844,527.4359903
1035,2020/3/20,7,0.214533504,0.439708735,23.91767781,50.35300591,22.22088656,535.7826087
1036,2020/3/20,9,0.614196912,0.685832672,166.6892956,350.9248329,26.5108224,379.0925926
1037,2020/3/20,11,0.900876751,0.729542666,209.7991789,441.6824818,32.62123519,413.0978261
1038,2020/3/20,13,0.900063817,0.587514919,209.0186339,440.0392293,29.66248055,404.5891204
1039,2020/3/20,15,0.612575916,0.732164268,166.0149776,349.5052161,30.20881418,400.3454106
1040,2020/3/20,17,0.212992308,0.34153595,39.32988564,82.79975924,25.27466998,419.9050926
1041,2020/3/20,19,0,0,0.555012993,1.168448407,21.99180195,452.1799517
1042,2020/3/20,21,0,0,0,0,20.00213117,491.287037
1043,2020/3/20,23,0,0,0,0,18.06667939,507.7608696
1044,2020/3/21,1,0,0,0,0,17.79651596,590.9275362
1045,2020/3/21,3,0,0,0,0,17.94991122,665.736715
1046,2020/3/21,5,0,0,0.004537423,0.009552469,19.74335301,736.380787
1047,2020/3/21,7,0.219610174,0.417128375,21.9977671,46.31108864,22.09050999,728.1256039
1048,2020/3/21,9,0.619995649,0.170600356,151.5385238,319.0284711,26.96731434,413.556713
1049,2020/3/21,11,0.907721558,0.125350847,211.3791116,445.008656,30.600465,390.1171498
1050,2020/3/21,13,0.906039882,0.105922478,297.9727012,627.3109498,30.61755799,371.5069444
1051,2020/3/21,15,0.616546303,0.208815041,143.7264548,302.58201,29.74839315,390.0072464
