,date,hour,pressure_ground,pressure_sealevel,precipitation_rain,temperature_air,temperature_condensation,pressure_vapor,humidity_relative,wind_speed,wind_direction,hour_radiation,radiation_solar,precipitation_snow,height_snow,year,month,day,timestamp,h,P,FRACDF
0,2019-12-25,0,1019.5,1026.6,0.0,5.1,-1.8,5.4,61.0,2.4,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 00:30:00+09:00,0.0,0.0,0.0
1,2019-12-25,1,1019.6,1026.6,0.0,5.5,-2.3,5.1,57.0,3.2,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 01:30:00+09:00,0.0,0.0,0.0
2,2019-12-25,2,1019.7,1026.8,0.0,5.3,-2.3,5.2,58.0,2.3,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 02:30:00+09:00,0.0,0.0,0.0
3,2019-12-25,3,1019.3,1026.4,0.0,5.2,-2.4,5.1,58.0,2.7,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 03:30:00+09:00,0.0,0.0,0.0
4,2019-12-25,4,1019.0,1026.1,0.0,4.7,-1.1,5.6,66.0,1.6,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 04:30:00+09:00,0.0,0.0,0.0
5,2019-12-25,5,1019.3,1026.4,0.0,3.8,-0.8,5.8,72.0,1.8,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 05:30:00+09:00,0.0,0.0,0.0
6,2019-12-25,6,1019.5,1026.6,0.0,3.1,-0.9,5.7,75.0,1.2,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 06:30:00+09:00,0.0,0.0,0.0
7,2019-12-25,7,1019.9,1027.0,0.0,3.6,-1.2,5.6,71.0,2.8,0.0,0.8,66.66666666666667,0.0,0.0,2019,12,25,2019-12-25 07:30:00+09:00,0.08609409596907464,0.9249708235580897,0.2886793763133396
8,2019-12-25,8,1020.5,1027.6,0.0,5.2,-0.4,5.9,67.0,1.8,0.0,1.0,225.0,0.0,0.0,2019,12,25,2019-12-25 08:30:00+09:00,0.25278695347860447,0.8547571828356444,0.1892826700978646
9,2019-12-25,9,1020.4,1027.4,0.0,6.5,-1.2,5.6,58.0,1.8,0.0,1.0,352.77777777777777,0.0,0.0,2019,12,25,2019-12-25 09:30:00+09:00,0.3931078134684726,0.7921383300529856,0.19270549349328603
10,2019-12-25,10,1019.6,1026.6,0.0,8.7,-0.9,5.7,51.0,1.9,0.0,1.0,497.22222222222223,0.0,0.0,2019,12,25,2019-12-25 10:30:00+09:00,0.49456048479603787,0.8474909653534841,0.0798450422287097
11,2019-12-25,11,1018.5,1025.4,0.0,10.7,-0.7,5.8,45.0,1.2,0.0,1.0,552.7777777777778,0.0,0.0,2019,12,25,2019-12-25 11:30:00+09:00,0.5450490235994632,0.8471075640841468,0.06969866140222525
12,2019-12-25,12,1017.1,1023.9,0.0,12.3,0.1,6.2,43.0,1.1,0.0,1.0,544.4444444444445,0.0,0.0,2019,12,25,2019-12-25 12:30:00+09:00,0.5369123635925976,0.8479379529265897,0.0704440195088808
13,2019-12-25,13,1016.4,1023.2,0.0,13.6,1.6,6.9,44.0,0.8,0.0,1.0,475.0,0.0,0.0,2019,12,25,2019-12-25 13:30:00+09:00,0.4714745209120743,0.8530197633365688,0.07955299286920825
14,2019-12-25,14,1015.9,1022.7,0.0,13.3,1.3,6.7,44.0,1.5,0.0,1.0,350.0,0.0,0.0,2019,12,25,2019-12-25 14:30:00+09:00,0.3581713682204032,0.8609690489302766,0.10732029232706275
15,2019-12-25,15,1015.2,1022.0,0.0,12.7,1.1,6.6,45.0,0.6,0.0,1.0,191.66666666666666,0.0,0.0,2019,12,25,2019-12-25 15:30:00+09:00,0.20940099579093338,0.889310329278431,0.1574000310304613
16,2019-12-25,16,1015.0,1021.9,0.0,11.7,1.4,6.7,49.0,1.6,0.0,0.2,25.0,0.0,0.0,2019,12,25,2019-12-25 16:30:00+09:00,0.03861751478539752,0.9511794349851167,0.42302902331370584
17,2019-12-25,17,1015.2,1022.1,0.0,10.4,2.5,7.3,58.0,1.5,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 17:30:00+09:00,0.0,0.0,0.0
18,2019-12-25,18,1015.0,1021.9,0.0,9.6,1.8,6.9,58.0,1.2,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 18:30:00+09:00,0.0,0.0,0.0
19,2019-12-25,19,1014.4,1021.3,0.0,8.0,2.7,7.4,69.0,0.3,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 19:30:00+09:00,0.0,0.0,0.0
20,2019-12-25,20,1015.0,1021.9,0.0,8.2,2.7,7.4,68.0,1.1,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 20:30:00+09:00,0.0,0.0,0.0
21,2019-12-25,21,1014.2,1021.2,0.0,7.4,2.7,7.4,72.0,1.3,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 21:30:00+09:00,0.0,0.0,0.0
22,2019-12-25,22,1013.6,1020.5,0.0,7.9,3.2,7.7,72.0,1.2,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 22:30:00+09:00,0.0,0.0,0.0
23,2019-12-25,23,1011.6,1018.5,0.0,7.8,3.1,7.6,72.0,3.7,0.0,0.0,0.0,0.0,0.0,2019,12,25,2019-12-25 23:30:00+09:00,0.0,0.0,0.0
24,2019-12-26,0,1011.8,1018.7,0.0,7.6,3.3,7.7,74.0,2.4,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 00:30:00+09:00,0.0,0.0,0.0
25,2019-12-26,1,1011.3,1018.2,0.0,7.4,3.5,7.8,76.0,2.0,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 01:30:00+09:00,0.0,0.0,0.0
26,2019-12-26,2,1010.6,1017.5,0.0,7.2,3.3,7.7,76.0,2.3,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 02:30:00+09:00,0.0,0.0,0.0
27,2019-12-26,3,1010.1,1017.0,0.0,7.1,3.5,7.9,78.0,1.5,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 03:30:00+09:00,0.0,0.0,0.0
28,2019-12-26,4,1009.5,1016.4,0.0,7.2,3.5,7.8,77.0,0.7,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 04:30:00+09:00,0.0,0.0,0.0
29,2019-12-26,5,1009.2,1016.1,0.0,7.4,2.9,7.5,73.0,1.3,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 05:30:00+09:00,0.0,0.0,0.0
30,2019-12-26,6,1009.0,1015.9,0.0,7.4,3.3,7.7,75.0,0.4,0.0,0.0,0.0,0.0,0.0,2019,12,26,2019-12-26 06:30:00+09:00,0.0,0.0,0.0
31,2019-12-26,7,1008.5,1015.4,0.0,7.6,3.3,7.7,74.0,1.4,0.0,0.0,11.11111111111111,0.0,0.0,2019,12,26,2019-12-26 07:30:00+09:00,0.08493201139982799,0.6392160780997548,0.9466464576757769
32,2019-12-26,8,1007.9,1014.8,0.0,8.3,4.0,8.1,74.0,2.0,0.0,0.0,77.77777777777777,0.0,0.0,2019,12,26,2019-12-26 08:30:00+09:00,0.25183425137724036,0.43607661770238326,0.8434608852989454
33,2019-12-26,9,1007.5,1014.4,0.0,8.7,4.1,8.2,73.0,2.2,0.0,0.0,97.22222222222223,0.0,0.0,2019,12,26,2019-12-26 09:30:00+09:00,0.39247626349813725,0.2134969895395483,0.9051660401041578
